"","CC302","CC304","CC302a","CC305","CC306","CC308a","CC308b","CC308c","CC320","CC321","CC322_1","CC322_2","CC322_3","CC322_4","CC322_5","CC322_6","CC324","CC325","CC326","CC327","CC332A","CC332B","CC332C","CC332D","CC332E","CC332F","CC332G","CC332H","CC332I","CC332J"
"163332544",3,4,3,2,1,3,3,3,1,3,2,1,1,1,1,1,4,4,1,4,2,1,1,2,2,1,1,1,2,1
"163332649",2,3,2,1,2,1,4,4,1,1,2,1,1,1,1,1,4,1,1,2,2,2,1,2,2,2,2,2,1,1
"163333041",4,3,3,2,2,4,3,3,2,4,2,1,1,1,1,1,2,4,2,4,1,1,2,1,1,1,1,1,2,1
"163333079",2,2,2,1,2,2,4,3,1,2,2,2,2,2,2,2,4,3,1,2,2,1,1,2,2,2,2,1,1,1
"163333082",2,2,3,1,1,4,4,2,1,3,1,1,2,2,2,2,4,3,1,3,2,1,2,2,1,1,2,1,1,1
"163333281",5,5,4,2,2,4,4,2,2,3,2,1,1,1,1,1,2,4,2,4,2,1,1,1,1,2,1,1,2,2
"163333413",3,2,2,1,2,2,4,3,1,2,1,1,2,1,2,2,4,5,1,2,2,1,1,2,2,1,2,1,1,1
"163333449",3,3,2,3,3,3,4,3,1,2,1,1,1,1,1,1,2,3,1,4,2,1,2,2,2,1,2,1,1,1
"163333476",3,2,2,1,1,2,4,3,1,1,1,2,2,2,2,1,4,1,1,3,1,1,1,2,2,1,2,1,1,1
"163333547",5,3,3,3,3,4,5,4,3,4,2,1,1,2,1,1,4,4,2,4,2,2,2,2,1,2,1,2,2,2
"163333686",3,3,3,2,2,2,3,3,1,1,1,2,2,2,2,2,4,2,1,1,2,2,1,2,2,2,1,2,1,1
"163334188",4,4,4,1,1,3,3,3,1,3,2,1,1,1,2,2,2,4,1,3,2,2,1,2,2,1,1,2,2,1
"163334632",4,3,4,2,2,4,3,2,2,4,2,2,1,1,1,2,2,5,2,3,2,2,2,2,2,2,2,1,2,2
"163335092",3,5,3,3,3,3,4,3,1,1,1,2,2,2,2,2,4,3,1,2,2,2,1,2,1,2,2,1,1,1
"163335106",2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,4,2,1,2,2,2,2,2,2,1,2,,1,1
"163335170",2,2,2,3,3,1,4,3,1,2,1,2,2,2,2,2,4,4,2,1,2,1,1,2,2,2,2,1,1,1
"163335172",4,3,3,1,1,1,2,2,3,1,2,1,1,1,2,2,1,2,2,4,2,1,1,1,2,2,1,1,1,2
"163335186",5,5,5,2,2,4,4,3,3,4,2,1,1,1,2,1,1,4,2,4,2,1,2,2,1,2,1,1,2,2
"163335190",5,3,6,2,2,4,3,4,2,4,2,1,1,1,1,1,2,3,2,4,1,1,1,1,1,1,1,1,2,1
"163335192",3,3,6,1,3,2,2,3,1,2,1,2,1,1,2,2,4,5,2,1,1,2,1,2,2,2,1,1,2,2
"163335204",1,2,1,3,3,1,3,3,1,3,2,1,2,2,2,2,4,5,1,1,2,2,2,2,2,1,1,1,1,1
"163335211",2,5,5,1,3,1,4,3,1,2,1,1,1,1,1,2,4,3,1,1,2,1,1,2,2,1,1,1,1,2
"163335215",5,2,6,2,1,4,4,3,1,4,2,1,1,1,2,1,4,5,1,3,2,1,1,2,2,2,1,1,2,1
"163335250",2,,1,1,1,2,4,2,1,1,1,1,2,2,2,2,4,3,1,2,2,2,1,2,1,2,2,1,1,1
"163335273",5,5,6,1,1,5,4,4,3,2,2,2,1,2,2,2,1,2,2,4,2,1,2,1,1,2,1,2,1,2
"163335276",4,3,3,2,2,4,3,3,3,3,2,1,1,1,1,1,2,3,2,3,2,2,1,2,2,2,2,1,2,1
"163335301",4,3,3,2,3,4,4,4,1,3,1,2,2,2,2,2,2,5,2,4,2,1,2,2,2,2,1,1,2,2
"163335302",3,3,2,1,3,1,3,2,1,2,1,1,2,1,2,2,4,5,1,1,2,1,2,2,,1,2,1,1,1
"163335311",3,4,6,1,2,4,4,3,1,3,2,1,2,1,2,1,4,3,2,3,2,1,1,2,1,2,1,1,2,1
"163335313",2,2,2,1,1,1,3,2,1,1,1,2,2,1,2,2,4,1,1,1,2,1,1,2,2,2,2,2,1,1
"163335317",2,3,3,1,1,3,3,3,1,1,1,1,2,1,2,2,4,2,1,1,1,2,1,2,2,1,2,1,1,1
"163335318",2,3,2,1,2,1,2,3,1,2,2,2,2,1,2,2,4,2,1,2,2,2,1,2,2,1,2,2,1,1
"163335319",4,4,4,1,1,3,5,5,1,2,1,1,2,2,2,2,4,4,2,4,2,2,,,,,,,2,
"163335324",2,1,2,3,2,3,3,2,1,2,1,2,2,2,2,2,2,4,2,1,2,1,1,,2,1,2,2,1,2
"163335366",3,3,3,1,1,2,4,4,3,2,1,2,2,2,2,2,4,3,1,3,2,1,1,1,2,1,,,,
"163335371",3,2,2,1,1,1,4,3,3,2,1,2,2,2,2,2,4,2,1,1,2,2,1,2,2,2,2,2,1,1
"163335382",3,3,3,1,1,3,5,5,3,4,2,2,2,1,2,2,4,4,1,3,2,1,2,2,2,2,1,1,2,1
"163335384",5,3,4,2,2,4,4,4,2,1,2,1,1,1,1,1,4,3,2,3,2,2,2,2,2,2,1,1,2,2
"163336102",5,5,5,3,3,4,4,4,3,2,1,1,1,1,1,1,4,4,1,3,2,1,2,1,1,2,1,1,2,1
"163336395",2,2,1,1,1,1,4,4,1,2,2,1,2,1,2,2,4,2,2,1,2,2,2,2,2,2,2,1,1,1
"163336462",2,3,2,1,2,2,4,3,3,3,2,1,1,1,1,1,4,2,2,4,2,2,1,2,2,2,2,1,1,2
"163336499",2,3,1,1,1,1,2,3,3,2,1,1,1,1,1,1,4,5,1,1,2,2,1,2,2,2,1,2,1,1
"163336500",4,3,4,3,2,4,4,3,2,4,2,1,2,1,2,2,4,5,1,4,2,2,,1,1,1,1,1,2,2
"163336502",4,3,4,1,1,4,4,3,3,2,2,1,1,1,1,1,2,3,2,2,2,1,1,2,,,1,1,1,1
"163336536",4,5,5,2,2,4,4,2,2,3,2,2,1,2,2,2,4,3,2,4,,1,1,1,1,1,1,1,2,1
"163336541",5,4,4,3,3,4,4,3,2,4,2,2,2,2,1,2,2,5,2,4,2,2,1,1,1,1,1,1,2,2
"163336571",2,3,2,1,1,2,4,2,3,3,1,1,2,1,2,2,4,3,1,3,2,1,1,2,2,2,2,1,1,1
"163336575",2,2,2,1,2,1,4,3,1,1,1,2,2,2,2,2,4,2,1,2,2,1,1,2,2,1,2,2,1,1
"163336664",4,4,3,3,3,4,4,3,3,2,2,1,1,1,2,1,4,4,2,3,2,1,1,2,1,1,1,1,2,2
"163336668",3,4,3,3,,4,5,5,1,4,2,1,2,2,2,2,1,3,2,3,2,2,1,2,2,2,1,2,1,1
"163336693",2,3,2,1,1,2,4,2,1,1,1,2,2,2,2,2,3,1,2,3,2,1,2,2,1,1,2,2,1,1
"163336706",5,5,6,2,1,4,4,4,3,5,2,1,1,1,1,1,1,5,2,4,2,2,1,2,1,2,2,1,2,2
"163336710",5,4,6,1,1,4,4,2,3,3,2,1,2,1,2,1,4,4,2,4,1,2,1,2,1,1,1,1,2,1
"163337078",2,5,2,1,3,2,4,3,3,1,2,1,2,1,2,2,3,1,1,3,2,1,1,2,1,2,2,2,1,1
"163337248",4,3,4,1,1,4,4,4,2,5,2,1,2,1,2,1,,3,2,3,2,2,2,2,1,,1,1,2,2
"163337250",3,5,4,2,2,4,3,3,3,3,1,1,1,1,1,2,3,4,2,3,2,2,1,1,1,1,1,1,2,2
"163337352",2,2,1,1,2,1,4,3,1,1,1,2,2,1,2,2,4,2,2,2,2,1,1,2,2,2,2,1,1,1
"163337439",4,5,2,2,2,4,3,3,3,3,2,1,1,1,2,1,2,4,2,4,2,2,2,1,1,2,1,1,2,2
"163337490",3,3,3,2,2,4,3,3,1,4,1,1,2,1,2,2,1,3,2,3,2,1,1,2,2,1,1,1,2,2
"163337737",2,4,3,1,1,2,4,3,1,1,1,2,2,2,2,2,4,3,1,1,2,1,2,2,2,2,2,2,1,1
"163337805",3,2,2,1,2,2,4,2,1,2,1,2,2,1,1,2,2,3,2,2,2,2,1,2,2,1,2,1,1,2
"163337920",4,3,3,3,1,4,3,3,3,3,2,2,2,1,1,1,4,2,1,4,2,2,2,2,2,1,2,1,2,1
"163338379",3,3,3,2,2,4,3,3,2,4,2,1,2,1,2,1,2,3,2,4,2,1,1,1,1,1,1,1,2,2
"163338443",5,4,2,2,2,4,4,3,2,5,2,1,1,1,1,1,3,5,1,4,1,1,1,1,1,1,1,1,2,2
"163338448",3,3,2,1,3,2,4,3,1,2,1,1,2,2,2,2,3,4,1,3,2,1,2,2,1,2,1,1,1,1
"163338455",5,4,4,2,2,4,4,3,2,4,2,1,1,1,1,1,2,5,2,4,2,2,1,1,1,2,1,1,2,2
"163338958",5,4,4,2,2,4,3,3,3,4,2,1,2,1,2,2,3,5,2,4,1,2,2,1,1,1,1,1,2,1
"163339013",3,2,2,1,1,1,4,2,1,1,1,2,2,1,2,2,4,2,1,2,2,1,1,2,1,1,2,2,1,1
"163339069",4,3,2,2,2,4,3,2,3,4,2,1,2,1,2,1,1,5,2,4,1,1,2,1,1,1,1,1,2,2
"163339261",3,4,2,1,1,2,2,2,1,3,2,1,1,1,1,2,4,5,1,2,2,2,2,1,2,2,2,2,2,1
"163339262",2,1,1,1,1,1,4,4,1,2,1,2,2,2,2,2,3,1,1,1,2,2,2,2,2,2,2,2,1,1
"163339265",2,2,2,1,1,2,3,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1
"163339271",3,2,2,3,3,5,5,5,3,2,1,2,2,2,2,2,4,3,1,3,2,1,2,2,2,1,2,1,1,1
"163339309",5,2,5,1,1,5,5,5,1,1,1,2,2,2,2,2,4,5,1,1,1,1,1,1,2,2,2,2,1,1
"163339352",3,3,4,1,1,2,3,2,1,2,1,1,2,1,2,1,4,4,1,2,1,2,1,2,1,2,1,1,2,1
"163339353",3,4,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,4,2,4,2,1,2,2,1,1,1,1,1,1
"163339361",2,2,3,1,2,3,3,3,1,4,1,2,2,2,2,2,1,4,2,1,2,1,2,1,1,1,2,1,2,1
"163339370",3,3,2,1,1,2,4,2,3,1,1,2,2,2,2,2,2,4,1,2,2,1,1,2,2,2,,,2,1
"163339373",4,3,6,3,3,4,4,4,2,1,2,1,2,1,1,2,3,3,2,4,2,2,1,1,2,1,1,2,2,2
"163339414",2,2,2,1,2,2,3,5,1,3,1,1,2,1,2,2,3,3,1,2,2,1,1,2,1,2,2,1,1,1
"163339421",2,2,2,3,3,1,2,2,1,2,1,2,2,2,2,2,3,3,1,1,2,2,2,2,2,2,2,1,1,1
"163339435",2,2,2,1,1,1,3,2,3,2,2,2,2,2,1,2,4,3,1,1,2,1,1,2,1,1,2,1,1,1
"163339453",2,2,2,2,2,4,3,3,3,2,1,1,2,1,2,1,2,3,2,4,1,2,,,2,1,2,2,1,2
"163339473",2,4,1,1,2,1,4,2,3,1,2,2,2,1,2,2,4,1,1,2,2,,2,2,2,,2,2,1,1
"163339522",2,2,3,1,1,2,4,4,1,2,2,2,2,2,2,2,4,3,1,3,2,2,1,2,2,2,2,2,1,1
"163339525",2,1,1,1,1,1,4,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2
"163339538",2,1,2,1,2,1,4,3,1,1,1,2,2,1,2,1,4,3,1,1,2,1,2,2,2,1,2,1,1,1
"163339822",3,3,2,3,3,1,2,2,1,3,1,2,2,2,2,2,4,3,1,3,2,2,2,2,2,2,1,1,2,1
"163339937",2,1,2,1,2,1,4,2,1,1,1,2,2,1,2,2,4,2,1,1,2,1,1,2,2,1,2,1,1,1
"163340532",5,4,5,3,2,4,4,4,2,3,2,1,1,1,1,1,2,5,2,4,2,1,1,1,1,2,,,2,2
"163340554",2,3,2,1,1,1,4,4,3,2,1,1,2,1,2,2,4,3,1,2,2,2,2,2,2,2,2,1,1,1
"163340572",2,5,1,1,1,1,4,4,1,2,1,2,2,1,2,2,4,,,1,2,1,2,1,2,1,2,2,1,1
"163340577",2,3,1,1,2,1,4,3,1,2,1,2,2,2,2,2,3,3,1,2,2,1,1,2,2,1,2,2,1,1
"163340618",5,3,4,3,1,4,3,2,3,2,2,1,1,1,2,1,4,4,2,4,2,1,1,2,1,2,2,1,1,1
"163340654",2,3,2,1,2,2,4,3,1,1,1,2,2,1,2,2,4,3,1,2,2,1,1,2,2,1,2,2,1,1
"163340677",2,2,2,2,1,2,3,4,1,1,1,2,2,2,2,2,4,2,1,1,,2,1,2,2,2,2,1,1,1
"163340702",3,1,6,2,2,4,4,3,3,4,2,1,2,1,2,1,1,4,2,2,2,2,1,,1,1,1,1,2,2
"163340720",2,2,1,1,3,1,4,3,1,1,1,2,2,1,2,2,4,2,1,2,2,1,1,2,2,1,2,2,1,1
"163340759",4,4,5,2,1,4,3,4,2,4,1,1,1,1,1,1,4,4,1,4,2,2,1,1,2,2,1,1,2,1
"163340784",3,3,3,1,2,4,3,3,2,4,2,1,1,1,1,1,4,3,1,4,2,1,,2,2,2,1,1,2,2
"163340810",4,4,6,3,3,3,3,4,1,4,1,2,1,1,2,2,2,4,1,2,2,2,2,2,2,,,1,2,1
"163340813",4,4,6,3,3,4,4,2,2,3,2,1,1,1,2,2,3,3,2,4,2,2,1,2,1,1,2,1,2,2
"163340819",5,4,4,2,2,4,3,3,1,2,2,1,1,1,1,1,2,3,1,4,2,2,1,1,2,2,1,1,1,1
"163340882",4,4,4,1,1,4,4,3,3,4,2,1,2,1,2,1,2,5,2,4,2,1,1,2,1,1,1,1,2,2
"163340891",2,2,2,1,1,1,4,1,3,2,2,1,1,1,2,1,4,2,1,3,2,1,2,2,2,1,2,1,1,1
"163340926",2,2,2,1,3,2,4,3,3,2,2,2,2,2,2,2,4,3,1,1,2,2,1,2,2,2,2,2,1,1
"163341483",4,3,4,2,2,4,4,3,3,3,1,1,1,1,1,1,2,4,2,3,2,2,2,2,1,1,1,1,2,2
"163342184",4,2,4,2,3,4,3,2,3,3,2,1,1,2,2,2,1,4,2,3,2,2,1,1,1,2,1,1,2,2
"163342255",2,2,2,3,3,2,3,3,1,2,1,2,2,1,2,2,4,3,1,3,,,,,2,1,,,,1
"163342342",4,2,2,1,2,1,4,3,3,2,1,2,2,1,2,2,4,3,1,2,2,1,1,2,2,1,2,1,1,1
"163342625",3,2,2,1,1,2,4,3,1,2,1,2,2,1,2,2,4,2,1,3,2,1,1,2,2,1,2,2,1,1
"163342940",2,3,2,2,2,2,4,4,3,2,1,2,2,2,2,2,4,2,1,1,2,1,1,2,2,2,1,1,2,1
"163342955",3,4,4,1,3,3,3,2,1,2,1,2,2,2,2,2,4,5,1,2,2,2,1,2,2,1,2,1,1,1
"163343030",5,5,5,2,1,4,2,2,3,4,2,1,1,1,1,1,2,4,2,3,,1,1,,1,1,1,1,2,2
"163343309",3,5,4,1,1,3,5,5,2,3,1,2,2,2,2,2,1,3,1,3,2,2,1,1,2,2,1,2,2,2
"163343311",2,3,2,1,2,1,4,4,1,2,2,2,2,1,2,2,4,2,1,2,,1,2,2,2,1,2,1,1,1
"163343314",2,2,2,1,2,1,2,3,1,1,1,2,2,2,2,2,4,1,1,1,2,1,1,2,2,1,2,2,1,1
"163343333",2,2,2,1,1,1,5,5,1,2,1,2,2,1,2,2,2,3,1,4,2,1,1,1,1,1,1,1,1,1
"163343357",3,2,2,1,1,5,5,5,3,3,2,1,2,2,2,2,1,3,2,3,1,2,2,1,1,2,2,1,1,2
"163343370",3,3,3,3,3,2,5,5,1,2,2,2,2,2,2,2,,,,,2,2,2,2,,,,,,
"163343399",2,3,2,1,1,2,4,2,3,2,1,1,1,1,1,1,2,4,1,4,1,2,1,2,2,2,2,1,1,1
"163343411",2,2,2,1,1,2,4,3,1,2,1,1,2,1,2,1,4,2,1,4,2,1,2,2,2,2,2,1,1,1
"163343412",2,5,2,1,1,2,2,2,3,3,1,2,2,1,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2
"163343420",3,4,2,1,1,3,,2,1,1,1,2,2,1,2,2,3,2,1,1,2,1,1,2,1,1,2,2,1,1
"163343439",2,2,2,3,2,2,4,3,3,3,1,2,2,2,2,2,4,4,1,4,2,1,2,2,1,2,,1,1,1
"163343482",4,5,3,1,1,1,4,2,3,1,1,1,2,1,2,2,4,1,1,3,2,2,2,2,2,2,1,2,1,1
"163343512",2,5,1,1,1,1,4,3,3,1,2,1,1,1,2,2,1,5,2,1,1,2,1,2,2,2,1,1,1,2
"163343513",4,3,4,1,1,4,4,4,3,3,2,2,2,1,1,1,4,2,2,3,1,2,1,2,2,2,1,1,2,2
"163343523",4,3,4,2,2,4,4,4,3,5,2,1,1,1,2,2,1,4,2,4,1,1,2,2,1,1,1,1,2,2
"163343528",3,2,2,1,3,2,4,3,1,2,1,2,2,1,2,2,4,3,1,2,2,1,1,2,2,1,2,1,1,1
"163343542",3,4,3,2,2,3,3,2,3,3,1,2,2,2,2,2,4,3,1,3,2,1,2,2,2,2,1,1,2,1
"163343581",6,5,1,3,3,1,4,4,3,3,2,1,1,1,1,1,2,3,2,2,2,2,,,,,,,,
"163343587",1,3,1,1,1,1,3,3,3,3,1,2,2,2,2,2,4,3,1,2,2,2,2,1,1,2,1,1,1,1
"163343599",2,3,2,1,1,2,4,2,3,2,2,1,1,1,2,2,2,4,1,4,2,2,2,2,2,2,2,1,2,1
"163343602",2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,4,2,1,2,2,2,2,2,2,1,2,1,1,1
"163343647",3,3,3,1,1,5,5,5,3,2,2,1,1,1,1,1,4,3,1,4,2,1,2,2,2,1,2,1,2,1
"163343654",6,3,2,1,3,2,2,2,1,2,2,2,2,1,2,2,4,3,1,2,2,1,1,2,2,1,2,1,1,1
"163343667",4,3,4,3,3,4,4,3,2,3,2,2,1,1,2,1,1,3,2,4,2,1,1,2,1,1,,1,1,1
"163343978",5,5,5,2,2,4,2,4,2,5,2,1,1,1,1,2,4,5,2,2,2,1,1,1,1,1,1,1,2,1
"163344118",5,2,4,1,1,4,4,3,1,2,2,1,1,1,1,1,2,4,2,3,1,2,2,2,2,1,1,1,1,1
"163344131",3,4,3,1,1,3,2,2,3,2,1,1,2,1,2,2,2,4,2,3,2,1,2,2,1,2,2,1,1,1
"163344670",4,3,6,3,3,4,5,5,2,3,1,2,2,2,2,2,4,5,2,3,2,1,1,,1,2,2,1,2,2
"163344673",2,2,2,1,1,2,4,3,1,1,1,2,2,2,2,2,4,1,1,2,2,2,1,2,2,1,2,2,1,1
"163344788",2,2,2,1,2,2,4,3,1,2,1,1,2,1,2,2,4,3,1,2,2,1,1,2,2,2,2,1,1,1
"163344819",6,3,6,3,3,1,2,2,3,3,2,2,2,1,2,2,2,3,2,2,2,2,1,2,1,1,1,1,1,2
"163344850",4,2,6,2,2,4,3,3,3,4,2,1,1,1,2,2,2,3,2,4,2,1,1,1,,,,1,2,1
"163344900",2,5,2,2,3,1,4,2,1,1,1,2,2,1,2,2,4,1,2,4,2,1,1,2,2,1,2,1,1,1
"163344920",2,3,2,1,3,1,4,3,1,2,1,2,1,1,2,2,3,3,1,2,2,1,1,2,2,1,1,2,1,1
"163344941",5,4,5,2,2,4,4,3,3,3,2,1,1,1,2,1,2,4,2,4,,1,1,1,1,1,1,1,2,2
"163344988",5,5,3,3,3,4,4,5,1,3,2,1,1,1,1,1,3,3,2,4,2,2,2,2,1,2,1,1,2,1
"163345332",2,4,1,1,1,1,4,4,1,1,1,2,2,2,2,2,4,1,1,1,2,1,2,2,2,2,2,2,1,1
"163345538",2,2,1,1,1,1,4,4,1,1,1,2,2,2,2,2,4,1,1,1,2,1,1,2,2,1,2,2,1,1
"163346182",2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,4,1,2,2,2,2,2,2,2,2,1,1,1
"163346219",2,2,6,3,1,1,1,2,1,2,1,1,2,1,1,2,4,3,1,3,2,2,1,2,2,2,2,1,2,
"163346252",2,3,2,1,2,1,2,3,1,1,1,2,2,2,2,2,4,1,1,2,2,2,2,2,1,1,2,1,1,1
"163346429",3,2,2,1,1,2,2,5,1,2,1,2,2,2,2,2,4,3,1,3,2,1,1,2,2,2,2,2,1,1
"163346539",2,2,2,1,2,1,4,3,1,2,1,2,2,1,2,2,4,3,1,1,2,1,2,2,1,1,2,1,1,1
"163346596",3,5,2,2,2,4,3,3,3,4,2,1,1,1,1,1,2,3,2,4,1,1,1,1,1,,1,1,2,2
"163346618",3,4,4,2,2,4,4,2,3,3,2,1,1,2,2,2,4,5,2,4,1,1,,1,1,1,1,1,2,1
"163346668",2,3,2,2,2,2,4,3,1,1,1,2,2,1,2,2,4,,1,1,,1,2,2,2,2,1,2,2,1
"163346753",4,4,3,1,2,2,4,1,1,3,1,1,2,2,2,2,4,2,1,3,2,2,1,2,2,1,2,1,1,1
"163346771",2,3,2,1,2,2,4,2,1,2,2,1,2,1,2,2,4,1,1,2,2,1,2,2,2,1,2,2,1,1
"163346837",2,4,2,1,2,2,4,2,3,1,1,2,2,2,2,2,4,2,1,3,2,2,1,2,2,,2,,1,1
"163346843",2,2,6,1,1,1,3,3,1,2,1,2,2,2,2,2,4,3,1,4,2,2,1,2,2,1,2,1,1,1
"163346948",5,5,4,2,2,4,2,3,2,3,2,1,1,1,2,1,3,3,2,4,2,2,1,1,1,1,1,1,2,2
"163347074",5,5,4,2,2,4,4,4,3,4,2,2,1,2,2,1,1,4,2,3,1,1,1,1,1,1,1,1,2,1
"163347160",6,4,6,1,1,5,5,5,2,2,2,2,2,2,2,2,1,3,,3,1,1,2,2,1,1,,1,,
"163347456",5,3,4,3,3,4,2,2,3,3,2,1,1,1,2,1,4,5,1,4,2,1,2,1,1,1,1,1,2,1
"163347458",3,2,3,1,1,2,4,4,3,1,1,1,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,1
"163347460",3,5,3,1,1,3,4,5,1,1,1,2,2,1,2,1,4,3,1,2,2,1,2,1,2,2,2,1,1,1
"163347500",2,3,1,1,2,1,4,3,1,1,1,2,2,2,2,2,4,3,1,1,2,1,1,2,2,1,2,2,1,1
"163347505",5,3,4,2,2,4,3,2,1,2,2,2,1,1,1,1,4,4,1,4,2,1,1,2,2,1,2,1,2,1
"163347521",2,1,2,1,1,1,4,2,1,1,1,2,2,2,2,2,4,2,1,1,2,1,1,2,2,2,2,1,1,1
"163347526",1,2,1,1,1,1,4,3,1,1,1,2,2,2,2,2,4,1,1,1,2,1,1,,2,2,2,2,1,1
"163347565",3,2,3,1,1,2,3,2,1,2,1,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,1,1,1
"163347594",3,3,2,1,2,2,3,3,3,2,2,2,2,1,2,2,4,3,2,3,2,1,1,2,1,1,,,1,2
"163347632",3,3,3,2,2,2,3,3,1,2,1,2,2,2,2,2,4,2,1,2,2,1,1,2,2,1,2,2,1,1
"163347637",3,2,2,1,2,3,4,2,3,2,2,1,2,1,2,2,2,3,1,3,2,1,1,1,1,1,1,1,2,1
"163347658",2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,4,3,2,2,2,1,1,2,2,2,2,2,1,1
"163347665",6,4,6,1,1,5,4,3,1,2,1,2,2,1,2,2,2,3,2,3,2,1,1,2,2,1,2,1,1,1
"163347675",2,5,3,1,1,4,4,4,3,4,2,2,1,1,1,1,4,4,2,4,2,2,1,2,,,1,2,2,1
"163347684",4,3,4,1,1,5,5,5,3,1,2,2,2,2,1,2,2,3,1,4,2,2,1,1,2,1,1,1,1,1
"163347687",5,4,6,2,1,4,3,2,3,5,2,1,1,1,1,1,3,4,2,2,2,1,1,1,1,1,1,1,2,1
"163347702",4,5,4,2,2,4,4,2,1,1,2,1,1,1,2,2,4,2,2,3,2,2,2,2,2,1,2,1,2,1
"163347705",2,3,2,1,1,2,4,3,3,2,1,2,2,1,2,2,3,2,1,2,2,1,1,1,2,1,2,2,1,1
"163347709",3,2,3,3,3,4,4,4,3,2,2,1,1,1,1,1,4,3,1,3,2,1,1,2,2,1,2,1,1,1
"163347713",2,2,6,2,3,2,3,2,1,3,2,2,1,1,2,1,4,2,1,3,2,1,,,2,1,2,1,1,1
"163347716",2,3,2,1,1,1,3,3,1,3,2,1,1,2,1,2,4,5,2,1,2,2,,,1,,1,1,1,2
"163347720",4,3,5,3,2,4,3,3,2,4,2,1,2,1,1,1,2,4,2,4,1,2,2,1,1,1,1,1,2,2
"163347727",4,3,6,1,2,4,4,3,3,4,2,1,1,1,1,1,2,3,2,3,1,1,1,1,1,1,1,1,2,1
"163347729",3,3,2,2,2,1,1,1,3,3,1,2,2,2,1,2,4,1,1,1,2,1,1,1,1,1,1,1,,2
"163348130",3,4,4,2,2,4,3,4,3,3,2,1,1,1,1,1,4,4,2,4,2,1,1,2,2,2,1,1,2,2
"163348514",2,2,2,1,1,2,4,3,1,1,1,2,2,2,2,2,3,4,1,3,2,2,1,2,2,1,2,1,1,1
"163348555",4,2,4,1,1,3,4,4,3,1,1,2,2,1,2,1,4,1,2,2,2,2,2,2,2,2,1,2,1,1
"163348845",5,5,6,2,1,4,3,3,3,3,2,1,2,1,2,2,4,4,2,4,2,2,1,1,1,1,1,1,2,2
"163348863",4,4,3,1,1,4,4,4,3,2,2,1,2,1,1,1,1,3,2,4,2,2,2,2,1,2,1,1,2,1
"163348902",2,2,1,1,3,1,4,3,1,1,2,1,2,1,2,2,4,1,1,2,2,1,2,2,2,1,2,2,1,1
"163348930",2,3,2,1,2,1,4,4,1,1,1,2,2,2,2,2,4,2,1,1,2,1,1,2,2,1,2,2,1,1
"163348933",2,2,2,1,2,1,3,2,1,1,2,2,1,1,1,1,4,2,2,2,2,1,2,2,2,1,2,1,1,1
"163348939",2,3,2,1,1,2,4,3,1,1,1,2,2,1,2,2,4,1,1,2,2,2,1,2,2,1,2,2,1,1
"163348948",5,5,5,2,1,4,2,3,3,4,2,1,1,1,2,2,2,5,2,4,2,1,1,2,1,2,1,1,2,2
"163348991",4,5,5,2,2,4,3,2,2,4,2,1,2,2,1,2,4,4,2,4,1,1,1,1,1,1,1,1,2,2
"163349002",2,3,2,1,1,1,4,2,1,1,2,2,1,1,2,1,4,2,2,2,2,1,2,2,2,1,2,2,1,1
"163349019",2,2,2,1,1,1,4,4,1,1,2,1,1,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,1,1
"163349040",4,4,2,3,1,4,2,2,2,4,2,1,1,2,2,1,2,5,1,4,1,1,1,1,1,1,1,1,2,1
"163349066",2,2,2,1,1,2,4,4,1,1,1,2,2,2,2,2,4,2,1,1,2,2,2,2,2,1,2,2,1,1
"163349114",3,3,2,1,1,1,1,2,3,5,1,2,2,2,2,2,4,3,1,4,2,2,1,2,2,,2,1,1,1
"163349126",4,5,5,1,1,4,4,3,2,1,2,1,1,1,1,1,1,1,2,4,1,1,2,2,1,2,1,1,2,1
"163349129",3,3,3,2,2,4,4,3,2,4,2,1,1,2,2,1,4,5,1,4,2,,1,1,1,1,1,1,2,2
"163349146",1,3,2,1,1,2,4,2,1,4,1,2,2,2,2,2,3,3,1,2,2,1,1,2,2,2,2,2,1,1
"163349169",4,5,6,2,3,4,4,4,3,4,2,1,1,1,2,1,2,5,2,4,,,1,2,1,1,1,1,1,1
"163349170",4,3,6,2,3,4,4,2,3,3,2,2,1,1,2,1,2,3,2,4,2,1,2,1,1,1,1,1,2,2
"163349179",5,5,5,2,1,4,2,2,2,3,2,1,1,1,1,2,4,4,2,4,1,2,1,2,1,2,2,1,2,2
"163349228",2,3,6,3,3,1,3,3,1,3,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,1,1,2,1,1
