"","CC302","CC304","CC302a","CC305","CC306","CC308a","CC308b","CC308c","CC320","CC321","CC322_1","CC322_2","CC322_3","CC322_4","CC322_5","CC322_6","CC324","CC325","CC326","CC327","CC332A","CC332B","CC332C","CC332D","CC332E","CC332F","CC332G","CC332H","CC332I","CC332J"
"163305261",4,4,6,1,1,4,2,3,3,3,2,1,1,1,1,1,2,4,2,4,2,1,,1,1,2,2,2,2,2
"163305291",2,3,2,3,3,1,2,2,1,1,2,1,1,2,2,1,4,1,2,3,2,1,,2,2,2,,,1,1
"163305738",2,3,2,1,1,1,4,3,1,1,2,2,2,1,2,2,4,2,1,1,2,2,1,2,2,2,2,2,1,1
"163305742",4,2,2,1,2,4,2,3,2,4,2,1,1,1,2,2,2,4,2,4,1,1,1,1,1,1,1,1,2,2
"163305886",4,4,4,2,2,4,4,,3,3,1,1,1,1,2,2,2,5,2,4,1,,,1,1,2,1,1,2,1
"163305943",4,4,4,2,1,4,4,4,3,3,1,1,1,1,1,1,4,5,2,4,1,2,1,1,1,2,1,1,2,2
"163306125",4,4,4,2,2,4,4,2,3,2,2,1,2,1,2,1,1,4,2,4,2,2,2,2,1,1,1,1,2,1
"163306259",4,4,3,3,3,4,3,3,3,4,2,1,1,1,1,1,4,4,2,4,1,1,1,1,2,2,1,1,2,2
"163306293",2,4,2,1,1,2,4,4,1,1,1,2,2,1,2,2,4,2,1,2,2,2,1,2,2,2,2,2,1,1
"163306468",4,2,4,2,2,2,4,4,3,2,1,1,1,1,1,1,1,4,2,4,2,1,1,2,1,2,1,2,1,2
"163306516",5,2,4,3,3,4,4,4,3,2,1,1,1,1,2,1,3,4,2,4,2,1,1,1,2,1,1,1,2,1
"163307278",4,3,5,1,1,4,4,4,3,4,2,1,1,1,1,1,2,3,1,4,2,2,2,1,1,1,1,1,2,1
"163307511",4,3,4,2,2,4,2,2,3,5,2,1,1,1,2,1,3,4,2,3,1,1,2,1,1,1,1,1,2,2
"163307552",2,2,2,1,2,2,4,4,1,2,2,2,2,1,2,1,4,2,1,2,2,1,2,2,2,1,2,1,1,1
"163307611",4,4,4,2,2,4,3,2,3,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2
"163307704",2,3,2,1,1,2,4,4,1,1,1,2,2,2,2,2,4,3,1,1,2,2,2,2,2,2,2,2,1,1
"163307804",3,5,3,3,3,4,2,5,,2,2,2,2,2,2,1,4,3,2,4,2,2,1,1,1,2,2,1,2,2
"163307813",5,5,5,2,2,4,3,4,2,3,2,1,1,1,1,1,2,5,1,4,2,1,2,2,1,,1,1,2,2
"163308112",1,2,1,1,3,1,4,3,1,2,1,2,2,2,2,2,4,3,1,2,2,2,1,2,2,1,2,2,1,1
"163308329",3,2,2,1,1,4,4,3,1,2,2,2,2,1,2,1,4,3,2,4,2,1,1,2,2,1,1,1,2,2
"163308843",4,3,4,2,2,4,4,4,2,4,2,1,1,1,2,1,2,4,2,4,1,1,1,2,1,1,1,1,2,2
"163309129",5,5,5,2,1,4,5,4,3,4,2,2,1,1,1,1,2,4,2,4,1,2,1,2,1,,,1,2,2
"163309273",3,2,3,1,2,4,4,2,3,2,1,2,2,1,2,2,4,3,1,3,,1,2,2,2,1,1,1,2,1
"163309791",2,2,2,1,1,2,3,3,1,1,1,2,2,2,2,2,4,2,1,2,2,1,2,2,2,2,2,2,1,1
"163309814",3,3,3,1,2,2,4,4,1,1,1,2,2,2,2,2,4,2,1,1,2,2,2,2,2,1,2,2,1,1
"163310302",5,3,5,1,1,4,4,2,3,5,2,1,2,1,2,2,2,5,2,3,2,2,1,2,1,1,1,1,2,1
"163310316",3,3,3,2,2,4,2,2,3,3,2,1,1,1,2,2,2,4,2,4,2,2,2,2,1,2,1,1,2,1
"163310359",2,3,2,3,3,1,2,2,2,1,1,1,2,1,2,2,4,3,1,2,2,2,1,2,2,1,2,1,1,1
"163310385",3,5,3,1,1,2,3,2,1,3,2,1,2,2,2,2,4,3,1,2,2,1,1,2,2,2,2,,1,1
"163310387",3,3,2,3,3,1,4,2,1,2,1,2,2,2,2,2,3,3,,1,2,2,2,2,2,2,2,1,1,
"163310795",5,2,6,2,2,4,3,3,3,4,2,2,1,1,1,2,2,4,2,3,1,1,2,1,1,1,1,1,2,1
"163310934",5,5,5,2,3,4,4,4,3,4,2,1,1,1,1,1,,5,2,4,2,2,1,2,1,2,2,2,2,2
"163311201",2,2,2,1,1,1,4,4,1,1,1,2,2,2,2,2,4,2,1,2,2,1,1,2,1,2,2,1,1,1
"163311364",4,3,5,2,2,4,3,3,3,3,2,1,2,1,2,1,3,4,2,4,1,1,1,1,2,2,1,1,2,1
"163311454",5,3,6,2,1,4,3,4,3,4,2,1,1,1,1,2,1,5,2,4,2,2,1,1,1,2,1,1,2,2
"163311504",1,2,2,1,2,1,3,5,1,2,2,2,2,1,2,2,4,3,1,2,2,1,1,2,2,1,2,2,1,1
"163312207",5,2,6,2,2,4,3,3,2,4,2,1,1,1,1,1,2,5,2,4,1,1,2,1,1,2,1,1,2,2
"163312574",5,5,5,1,1,4,4,4,2,5,2,1,1,1,1,1,3,5,1,4,2,2,2,2,2,2,1,1,2,1
"163312737",4,4,3,3,3,4,4,4,1,2,2,1,1,1,1,1,4,3,2,3,2,2,1,2,2,,,1,1,1
"163312977",1,5,1,1,3,1,4,3,1,1,1,2,2,2,2,2,4,1,1,2,2,,1,2,2,2,2,2,1,1
"163313021",2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,5,2,4,1,1,1,1,1,2,1,2,1,1
"163313275",2,3,6,1,2,2,4,4,1,1,2,2,2,1,2,2,4,2,1,2,2,2,2,2,2,,2,2,1,2
"163313371",1,5,5,2,2,4,4,4,3,3,2,1,1,1,2,1,3,4,,4,2,2,1,,1,2,,1,2,1
"163313563",2,2,2,1,2,1,4,3,1,2,1,2,2,1,2,2,4,2,1,1,2,1,1,2,2,,2,1,1,1
"163313695",4,4,3,2,1,4,4,3,3,3,2,1,1,1,2,1,3,4,2,3,,1,2,1,1,2,1,1,2,1
"163313710",2,5,2,1,2,2,4,3,1,1,1,1,2,2,2,2,4,2,1,2,2,1,1,2,2,1,2,1,1,1
"163313807",5,4,4,1,1,4,4,3,3,5,2,2,2,1,1,1,3,5,2,3,2,2,1,2,1,2,1,2,2,1
"163313980",4,3,4,2,2,4,3,2,3,4,2,1,1,1,1,2,3,3,2,4,1,1,1,1,1,1,1,1,2,1
"163314325",2,4,2,1,2,2,4,4,1,1,1,2,1,2,2,2,4,4,2,4,2,2,1,2,2,2,2,1,1,1
"163314329",3,4,2,1,3,2,4,4,1,2,1,2,2,2,2,1,2,2,1,3,2,1,1,2,1,1,2,2,1,1
"163314357",2,3,3,1,1,2,4,4,1,1,1,2,2,2,2,2,3,1,1,3,2,2,1,2,2,2,2,2,1,1
"163314401",4,3,2,1,3,1,3,3,1,1,2,1,2,2,2,2,4,3,2,1,2,2,2,2,2,1,1,1,1,1
"163314409",2,3,6,3,3,1,2,2,1,4,2,1,2,2,2,2,4,3,1,1,2,2,1,2,2,2,1,2,2,1
"163315217",5,4,4,1,2,2,4,3,1,2,2,1,1,1,1,1,4,4,2,4,2,2,1,2,2,1,2,1,1,2
"163315349",2,4,2,1,1,2,4,2,1,1,2,1,2,1,1,1,4,2,1,3,2,2,2,2,1,1,2,1,1,1
"163315360",5,3,5,3,2,4,4,3,2,3,2,1,1,1,2,1,2,4,2,4,1,2,2,1,1,1,1,1,2,2
"163315397",5,4,1,2,2,4,4,3,2,4,2,1,1,1,1,1,3,5,2,4,1,1,1,1,1,1,1,1,2,2
"163315421",4,2,4,2,2,4,2,3,3,4,2,1,1,2,1,1,2,4,2,4,2,1,2,1,1,1,1,1,2,2
"163315451",5,5,6,1,1,4,4,3,2,4,2,1,1,1,1,2,3,5,2,3,2,1,1,1,1,2,1,1,2,1
"163315457",4,3,6,1,1,4,2,4,3,2,2,1,1,1,1,1,1,3,2,4,2,2,1,2,1,2,1,1,2,2
"163315599",3,3,4,3,2,4,3,2,3,3,2,1,1,1,1,1,1,5,2,4,1,1,1,1,1,1,1,1,2,2
"163315639",5,3,5,2,2,4,4,2,2,4,2,1,1,1,1,1,4,4,2,4,1,1,1,1,1,1,1,1,2,2
"163315675",3,5,6,2,2,4,3,3,2,4,2,1,1,1,1,1,2,5,2,4,1,2,2,1,1,2,1,1,2,2
"163315769",5,4,6,3,1,4,3,2,3,3,2,1,1,2,2,1,3,3,2,3,1,2,1,1,1,2,1,1,2,1
"163316110",5,5,5,3,1,4,4,4,2,4,2,1,1,1,1,1,4,5,2,4,2,2,1,1,,2,1,1,2,2
"163316119",4,5,6,2,3,4,4,4,3,5,2,1,1,1,1,1,1,4,2,4,2,1,,,1,1,2,1,2,2
"163316218",5,4,4,1,2,4,3,3,3,3,2,1,1,1,1,1,,4,2,3,1,2,2,1,1,1,1,1,2,1
"163316260",4,4,6,2,2,4,3,3,3,2,2,1,1,1,2,2,1,5,2,4,2,2,2,2,1,2,1,1,2,2
"163316383",4,2,3,2,2,4,3,2,2,4,2,1,1,1,2,1,4,4,1,3,1,1,2,1,1,2,1,1,2,1
"163316487",4,4,4,2,2,4,2,3,3,5,1,1,1,1,2,1,1,4,2,4,1,2,1,1,1,1,1,1,2,2
"163316541",4,4,3,2,2,4,3,2,3,3,2,1,2,1,2,1,3,4,2,4,1,2,2,1,1,1,1,1,2,2
"163316749",2,2,2,1,1,2,4,3,1,1,1,2,2,2,2,2,4,3,1,3,2,2,1,2,2,1,2,2,1,1
"163317001",1,3,1,1,2,1,4,2,2,2,1,1,1,2,1,2,4,4,1,3,2,2,1,2,2,1,2,1,1,1
"163317038",3,2,3,2,2,4,3,2,3,3,1,1,2,1,2,1,4,5,2,3,2,1,1,1,1,2,1,1,2,2
"163317117",3,5,3,1,1,2,3,2,1,2,2,1,2,1,1,1,2,2,1,3,2,1,1,2,2,1,2,1,1,1
"163317348",5,3,5,1,1,4,4,3,2,5,2,1,1,1,1,1,1,5,2,4,1,2,2,2,1,2,1,2,2,2
"163317602",4,5,3,2,2,4,3,3,2,4,2,1,1,1,1,1,3,4,2,4,1,1,2,1,1,1,1,1,2,2
"163317792",2,3,2,1,1,1,3,2,2,2,1,2,2,2,2,2,4,4,1,3,2,2,2,2,2,1,2,1,1,1
"163318046",4,3,4,1,1,4,3,3,3,5,1,1,2,2,2,1,1,5,2,4,2,1,2,2,1,1,1,1,2,2
"163318081",5,3,6,3,1,4,4,3,3,4,2,1,1,1,1,1,2,5,2,4,2,2,1,1,1,1,2,1,2,2
"163318432",4,3,4,2,2,4,4,4,3,3,2,1,1,1,1,1,1,5,2,4,2,1,2,1,1,2,1,1,2,2
"163318437",4,4,3,3,3,2,3,2,2,3,2,2,2,2,2,1,2,4,2,2,2,1,1,2,2,2,1,1,2,2
"163318451",3,2,2,3,1,2,2,2,3,2,2,2,1,1,2,2,4,3,1,3,2,1,1,2,2,1,2,1,1,2
"163318502",2,3,6,1,2,2,4,5,1,1,2,1,1,1,1,1,4,3,2,4,2,2,1,2,1,1,1,1,1,2
"163318508",4,5,6,1,1,4,4,4,1,4,1,2,1,1,1,1,4,5,2,4,2,1,1,2,2,2,2,1,1,2
"163319339",5,4,5,3,3,4,4,3,3,5,2,1,1,1,2,1,1,5,2,4,2,2,1,2,1,2,1,1,2,1
"163319459",2,4,2,1,2,1,5,2,1,1,1,2,2,2,2,2,4,1,1,3,2,1,1,2,2,2,2,2,1,1
"163319468",4,3,4,3,2,4,3,2,3,3,2,1,1,1,2,2,2,4,2,4,2,1,2,1,1,1,1,1,2,2
"163319478",3,3,3,2,2,4,2,3,2,4,2,1,1,1,1,2,3,5,2,4,1,1,1,1,1,1,1,1,2,2
"163319525",2,3,2,1,3,1,4,3,1,2,1,2,2,2,2,2,4,2,1,3,2,2,1,2,2,2,2,2,1,1
"163319531",2,5,2,1,1,1,4,4,1,1,2,1,2,1,2,2,4,1,1,2,2,1,1,2,2,1,2,2,1,1
"163319572",5,4,4,2,2,4,2,2,3,5,2,1,1,1,1,1,2,4,2,4,1,2,1,2,1,2,1,1,2,2
"163319622",3,3,3,2,2,4,4,5,1,3,2,1,1,1,1,1,2,3,2,4,2,2,,,1,1,1,1,2,1
"163319647",3,4,6,1,1,2,4,3,3,1,2,2,2,1,1,1,4,1,1,3,2,2,1,2,2,2,2,2,1,1
"163319656",2,3,2,1,1,1,4,4,1,2,1,2,2,1,2,2,4,2,1,2,2,2,1,2,2,,2,2,1,1
"163319691",4,3,6,2,2,4,4,4,3,4,2,1,1,1,1,1,2,5,2,4,1,,1,,1,2,1,1,2,2
"163319715",4,4,3,2,2,4,3,3,3,3,2,1,1,1,2,2,2,4,1,3,1,1,1,1,1,1,1,1,2,1
"163319720",4,3,6,3,3,4,3,2,3,3,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1
"163319731",2,3,3,1,1,2,2,2,1,2,1,1,1,1,1,1,4,2,1,,2,2,2,1,2,2,2,1,,
"163319750",2,3,2,1,1,2,4,3,1,1,2,2,2,1,2,2,4,1,1,2,2,1,2,2,2,2,2,2,1,1
"163319824",2,3,2,1,1,1,3,3,1,1,1,2,2,2,2,2,4,1,1,2,,1,2,2,2,,2,,1,1
"163319872",2,1,1,1,2,1,4,2,1,1,1,2,2,2,2,2,4,1,1,3,2,2,1,2,2,2,2,2,1,1
"163319886",4,3,5,3,3,4,3,4,3,3,2,1,1,1,1,1,4,4,2,4,2,1,1,1,1,1,1,1,2,2
"163321805",2,3,2,1,3,2,4,4,3,1,2,1,2,1,2,2,4,1,1,3,2,2,1,,2,2,2,2,1,1
"163321924",4,4,3,2,2,4,2,3,2,4,1,1,1,2,2,2,2,4,2,4,2,2,2,2,1,1,1,1,2,2
"163322283",5,3,5,2,2,4,2,3,2,5,2,1,1,1,2,1,4,4,2,4,2,1,1,2,1,2,1,1,2,2
"163322470",2,2,6,3,3,1,3,3,1,3,1,2,2,2,2,2,4,3,1,1,2,2,1,2,2,2,1,1,1,1
"163322573",,5,6,1,2,4,4,4,3,2,2,1,2,1,1,1,4,3,1,4,2,2,,,2,2,2,1,1,1
"163322594",3,4,3,2,2,4,4,2,1,2,1,2,2,2,2,2,4,3,2,2,2,1,1,2,2,1,1,1,2,1
"163322598",4,4,4,1,1,5,5,5,3,3,1,1,2,1,1,1,4,5,1,4,2,2,1,2,2,1,1,1,2,1
"163322646",2,3,2,1,3,2,3,3,3,2,1,2,2,2,2,2,4,3,2,3,2,2,2,2,2,2,2,1,1,1
"163323633",5,4,4,2,2,4,4,4,2,4,2,1,2,1,2,1,2,3,2,4,1,1,1,1,1,1,1,1,2,2
"163323717",4,4,4,3,3,4,3,2,3,3,2,1,1,2,2,2,2,4,2,3,,,,,,,,,2,
"163323736",4,5,2,1,1,1,4,4,1,2,1,2,2,2,2,2,4,1,1,2,2,2,2,2,2,1,2,1,1,1
"163323776",2,2,2,1,1,1,4,2,1,1,1,2,2,2,2,2,4,1,1,2,2,1,1,2,2,2,2,2,1,1
"163323780",4,4,5,1,1,4,3,3,3,3,2,2,1,1,1,1,2,2,2,4,2,2,1,2,2,1,1,1,2,1
"163323812",3,5,4,2,2,4,3,2,3,2,2,1,1,1,1,2,4,3,2,4,1,2,2,1,1,1,1,1,2,1
"163323832",4,3,6,1,2,4,4,3,2,3,2,1,2,1,2,1,1,2,2,2,2,2,,2,1,1,1,1,2,2
"163323851",4,4,4,2,2,4,4,4,2,4,2,1,1,1,1,1,2,5,2,4,2,2,2,1,2,1,1,1,2,2
"163323853",2,4,2,1,2,2,4,3,1,3,2,1,1,1,1,1,3,4,2,2,2,2,2,2,1,2,2,2,1,2
"163323854",5,3,4,2,1,4,4,3,3,4,2,1,1,1,2,1,2,4,2,4,1,,1,1,1,1,1,1,2,2
"163323861",2,3,2,1,2,1,4,4,1,2,1,2,2,2,2,2,4,2,1,2,2,2,1,2,2,2,2,1,1,1
"163323969",3,5,1,2,2,1,3,2,3,2,1,1,2,2,1,2,2,2,1,3,1,1,2,1,1,1,1,1,1,1
"163324005",4,3,6,1,1,4,3,4,2,1,2,1,1,1,1,1,3,3,2,4,2,2,2,1,1,1,1,1,2,2
"163324035",3,3,4,2,1,4,3,2,3,3,2,1,1,1,2,2,2,4,1,3,1,2,1,2,1,1,1,1,2,2
"163324064",4,2,4,1,1,2,3,3,1,3,2,1,1,1,2,1,3,3,1,4,2,2,1,,2,2,,,1,2
"163324091",2,3,2,1,2,1,4,3,3,1,2,1,2,1,1,1,3,1,2,2,2,1,2,2,2,1,2,1,1,1
"163324094",5,2,4,2,2,4,4,3,3,4,2,1,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1,1,2,2
"163324120",2,4,4,1,1,3,4,,1,2,2,2,2,1,1,2,1,1,1,4,2,1,1,2,1,1,2,1,1,1
"163324122",2,2,2,1,1,1,4,1,1,1,1,2,2,1,2,2,4,1,1,1,2,2,2,2,2,2,2,2,1,1
"163324133",5,5,5,2,2,4,4,3,3,3,2,1,1,1,2,2,2,5,2,4,2,1,1,1,1,1,1,1,2,2
"163324533",3,5,2,2,2,2,3,1,1,2,2,1,2,2,2,2,1,1,2,3,2,2,1,2,1,2,2,1,1,2
"163324556",2,2,2,1,2,1,4,4,1,1,1,1,2,1,2,2,4,1,1,1,2,2,1,,2,2,2,2,1,1
"163324942",2,1,1,1,2,1,4,1,1,1,1,1,2,2,2,2,2,3,1,2,,1,2,2,2,1,2,2,1,1
"163325192",4,4,5,2,1,4,4,4,2,5,2,1,1,1,1,1,2,5,2,4,1,1,,1,1,1,1,1,2,2
"163325649",5,5,6,1,1,4,4,2,3,3,2,2,2,1,2,1,4,2,2,2,2,1,1,2,1,2,1,1,2,1
"163325757",3,2,2,2,2,4,3,3,3,4,2,1,1,1,1,1,2,5,2,4,2,2,1,2,1,1,1,1,2,2
"163326288",4,5,6,1,1,4,2,3,2,4,2,1,1,1,1,2,4,5,2,4,1,2,2,1,1,1,1,1,2,2
"163326658",2,1,2,1,2,2,4,2,1,1,1,1,2,1,2,2,4,2,1,2,2,1,2,2,2,2,2,2,1,1
"163326744",2,2,2,1,1,1,5,5,1,1,1,2,2,1,2,2,3,3,2,2,2,1,2,2,2,2,2,2,1,1
"163326813",5,3,4,2,2,4,4,2,3,3,2,1,1,1,2,1,2,3,2,4,,1,1,,1,1,1,1,2,2
"163326828",4,3,3,2,2,4,3,5,3,3,2,1,2,2,2,2,4,3,2,3,2,2,2,2,2,1,1,2,1,2
"163326843",3,1,2,2,2,4,4,4,3,4,2,1,1,1,1,1,1,4,2,4,2,2,1,2,1,2,1,1,2,1
"163326853",3,3,3,1,1,3,5,5,2,1,2,1,2,1,2,2,3,3,1,4,2,2,1,2,2,1,2,1,1,1
"163326897",3,3,2,1,1,2,2,1,1,2,1,2,2,2,2,2,4,5,1,1,2,2,2,2,2,1,2,1,1,1
"163326927",3,3,2,1,3,2,4,5,1,1,1,2,2,2,2,2,3,3,1,3,,,1,2,2,,,,,1
"163326981",2,2,6,3,3,2,4,4,1,1,1,2,2,2,2,2,4,2,1,1,2,1,1,2,2,1,2,2,1,1
"163327891",5,4,5,3,2,4,4,4,3,2,2,2,1,2,2,2,2,5,1,3,2,2,1,2,1,2,2,1,2,1
"163327950",2,3,2,1,2,2,4,2,1,1,1,2,2,2,2,2,2,1,1,3,1,1,1,2,2,2,2,1,1,1
"163327969",2,3,2,1,2,2,3,3,1,1,2,1,2,1,1,1,4,1,1,3,2,2,1,2,1,1,2,1,1,1
"163327975",5,5,5,2,2,4,4,3,3,3,2,1,1,1,1,1,2,5,2,4,1,2,2,1,1,2,1,1,2,1
"163328017",4,4,2,1,1,4,3,4,3,3,2,1,2,1,1,1,2,5,2,4,2,2,1,1,1,1,1,1,2,1
"163328029",2,4,3,1,1,4,4,2,1,2,2,1,1,1,1,1,4,5,1,4,2,1,2,2,1,2,1,1,1,1
"163328039",3,2,3,1,2,1,3,3,1,1,2,1,1,1,2,2,4,2,1,3,2,2,2,2,2,2,2,1,1,1
"163328044",5,5,5,2,2,4,4,4,2,4,2,1,2,1,1,1,2,5,2,4,2,1,1,1,1,2,1,1,2,2
"163328065",3,4,2,1,2,2,3,3,1,1,1,2,2,1,2,2,4,1,1,2,2,1,1,2,2,2,2,1,1,1
"163328108",4,3,3,2,1,4,4,4,2,4,2,1,1,1,1,1,2,2,2,4,2,1,1,2,1,1,1,1,2,2
"163328133",3,3,1,2,2,1,3,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1
"163328177",4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1,,3,2,2,1,2,2,2,2,2,,,1,2
"163328192",2,2,1,1,1,1,4,3,1,1,1,1,2,1,2,2,4,2,1,2,2,2,2,2,2,1,2,2,1,1
"163328213",2,4,2,1,3,1,1,4,1,1,1,2,2,1,2,2,4,2,1,1,2,2,1,2,2,2,2,2,1,1
"163328221",4,4,5,2,2,4,3,4,3,4,2,1,1,1,1,1,2,5,2,4,,,,,1,2,1,1,2,2
"163328232",3,2,3,2,2,2,3,2,3,1,2,1,2,1,2,2,4,2,1,2,2,1,1,2,2,1,2,2,1,1
"163328278",5,5,6,2,2,4,2,3,3,4,2,1,1,1,1,1,2,5,2,4,2,2,1,1,1,1,1,1,2,2
"163328280",4,4,5,2,2,4,3,3,3,3,2,1,1,1,1,1,4,5,2,4,2,1,2,1,1,1,1,1,2,2
"163328286",4,3,3,3,3,3,3,3,3,3,1,2,2,1,2,2,3,3,2,2,2,1,1,2,2,1,1,1,2,1
"163328296",2,3,1,1,2,1,3,3,1,2,1,1,2,1,2,2,4,2,1,3,2,2,2,2,2,1,2,2,1,1
"163328297",2,1,2,1,3,2,4,2,1,2,2,2,2,1,1,1,4,4,1,3,2,1,1,2,2,1,2,1,1,1
"163328324",4,4,4,1,1,3,3,4,3,4,2,1,1,1,1,1,4,3,2,4,2,2,1,2,2,2,1,1,1,2
"163328651",2,2,2,1,2,1,4,3,1,2,2,1,2,1,2,2,4,2,1,3,2,1,1,2,2,2,2,1,1,1
"163328742",4,4,2,1,1,4,3,2,2,4,1,1,1,1,1,1,2,4,1,3,1,1,2,2,1,1,1,1,2,1
"163328827",4,3,6,2,2,4,4,3,3,3,2,1,1,1,1,1,2,4,2,3,2,2,1,1,1,1,2,1,2,2
"163328864",4,4,5,2,2,4,4,4,2,4,2,1,1,1,1,1,2,4,2,4,2,2,2,1,1,2,1,1,2,2
"163328996",2,2,2,1,2,1,4,3,1,2,1,2,2,2,2,2,4,4,1,2,2,1,1,2,2,1,2,1,1,1
"163329193",3,4,2,1,3,1,3,2,1,1,1,2,2,1,2,2,4,2,1,2,2,1,1,2,,,2,2,1,1
"163329365",2,4,1,1,1,1,4,3,3,1,1,2,2,2,2,2,4,2,1,1,2,1,1,2,2,2,2,2,1,1
"163330005",1,3,1,1,1,1,4,1,1,5,1,2,2,2,2,2,4,5,1,2,2,2,1,2,2,1,2,1,1,1
"163330302",2,2,2,2,2,1,2,5,1,2,1,1,2,1,2,2,4,4,1,1,2,1,1,2,2,1,2,1,1,1
"163330384",3,4,3,2,2,4,3,2,2,3,2,1,1,1,2,2,3,5,2,4,2,1,2,2,1,1,1,1,2,2
"163330406",5,3,6,2,1,4,1,3,3,4,2,1,1,1,1,1,4,3,2,4,1,1,2,1,1,1,1,1,2,2
"163330949",2,2,2,2,1,1,4,2,3,2,1,1,2,1,2,2,3,4,1,1,2,1,2,2,2,1,1,1,1,1
"163330990",4,5,6,3,3,4,3,3,1,1,2,1,2,1,1,1,2,1,2,3,2,1,1,1,2,2,2,1,1,1
"163331001",2,2,2,1,2,1,4,3,3,1,2,1,2,1,2,2,4,2,1,1,2,1,2,2,1,1,2,1,1,2
"163331017",2,2,1,1,1,1,4,4,1,1,1,2,2,1,2,2,4,3,1,1,2,2,1,2,2,1,2,2,1,1
"163331020",4,4,4,2,1,4,4,2,3,2,2,2,2,1,2,1,4,4,1,4,2,1,1,2,2,2,1,1,2,1
"163331021",3,1,3,1,1,2,3,2,1,2,1,2,2,2,2,2,2,5,1,1,2,2,1,1,2,1,2,1,1,1
"163331025",3,3,6,3,3,2,2,2,1,2,1,2,2,2,2,2,4,2,1,1,2,1,2,1,2,2,1,1,1,1
"163331027",5,4,4,2,2,3,3,1,3,3,1,2,2,2,2,2,4,4,1,2,2,2,1,2,2,2,1,1,2,1
"163331028",5,3,3,1,1,4,4,4,3,5,2,1,1,1,1,1,2,3,1,3,2,1,1,2,1,1,2,1,2,1
"163331039",3,3,3,3,3,2,3,3,1,3,1,2,2,1,2,2,4,4,1,2,2,2,1,1,2,1,2,1,2,1
"163331074",3,3,3,3,3,4,4,4,3,3,1,1,1,1,1,2,4,3,1,3,2,2,1,,2,2,1,1,1,2
"163331110",2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,4,1,1,3,2,1,2,1,2,1,2,1,2,1
"163331131",2,5,2,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,,,1,1,
"163331133",2,2,2,1,2,1,4,2,1,2,1,2,1,2,2,1,4,4,1,1,,1,1,2,1,2,2,2,1,1
"163331186",4,4,3,2,2,4,3,4,1,2,1,1,1,1,1,1,3,3,2,3,2,2,1,2,2,2,2,1,1,2
"163331450",4,2,3,2,2,4,4,3,3,2,2,1,1,1,1,1,1,2,2,3,2,1,2,1,1,1,1,1,2,2
"163331521",2,,1,1,2,2,3,3,1,1,1,2,2,1,2,2,4,2,1,2,2,1,1,2,2,1,2,1,1,1
"163332020",4,4,4,2,1,4,3,4,1,2,2,1,1,1,2,1,4,4,1,3,2,1,1,1,2,2,1,1,1,1
"163332122",4,4,6,3,3,4,3,3,3,3,2,2,2,1,2,1,3,4,2,3,1,1,2,2,,,1,1,2,1
"163332143",1,3,1,1,3,2,4,2,1,2,2,2,2,1,2,2,4,3,1,1,2,2,,,2,2,1,2,1,1
"163332146",2,2,2,1,1,1,4,4,1,1,2,2,2,1,1,1,4,2,1,3,2,1,2,2,2,1,2,2,1,1
"163332184",4,3,3,2,1,4,3,3,3,5,1,2,1,2,2,2,2,5,2,4,2,1,1,2,1,1,1,1,1,1
"163332187",2,3,2,1,1,2,4,4,3,4,1,2,2,1,1,2,4,5,2,3,2,1,1,2,2,2,2,1,1,1
"163332215",4,4,3,1,1,2,4,3,1,2,2,2,2,1,2,2,3,2,1,2,,1,1,,1,2,2,2,1,1
"163332235",5,5,5,3,2,4,4,4,2,4,2,1,1,1,2,2,2,5,2,3,2,1,,,1,,1,1,2,1
"163332255",4,5,4,1,1,4,4,4,2,1,2,1,1,1,1,1,4,3,1,4,2,2,2,2,1,2,1,1,1,1
"163332297",4,5,3,3,1,4,4,2,3,4,2,1,1,1,1,1,1,4,1,4,2,2,1,1,1,1,1,1,2,1
"163332305",2,3,3,2,2,4,4,4,3,3,2,1,1,1,2,1,1,3,2,4,2,2,2,2,1,1,1,2,2,2
"163332396",3,5,6,2,2,4,4,2,3,4,2,1,1,1,1,1,2,5,2,4,2,2,1,1,1,1,1,1,2,2
"163332403",5,5,3,2,2,4,4,4,3,4,2,2,2,2,1,2,2,3,2,4,1,1,2,1,1,1,1,1,2,2
"163332414",4,3,4,2,2,4,4,4,1,3,2,1,1,1,1,2,2,5,2,3,2,2,1,2,2,2,1,1,2,2
"163332478",3,3,3,3,3,4,4,3,1,2,2,1,2,1,1,1,2,4,2,3,2,1,2,2,1,2,1,1,2,1
"163332527",4,4,6,1,1,4,4,4,1,4,2,2,1,2,2,2,2,1,2,4,2,1,2,2,1,2,1,1,,2
"163332543",2,3,2,1,1,1,4,3,1,1,1,2,1,1,2,2,4,4,1,3,2,2,1,2,2,1,2,2,1,1
